id,ever_married,work_type,Residence_type
39852,Yes,Govt_job,Rural
65358,Yes,Private,Rural
36488,No,children,Urban
55567,Yes,Private,Rural
33562,Yes,Govt_job,Rural
20006,No,Private,Urban
47696,Yes,Private,Rural
60117,No,Private,Rural
5032,Yes,Private,Rural
5780,Yes,Private,Urban
52236,Yes,Private,Rural
59752,Yes,Private,Urban
47005,Yes,Private,Urban
4750,Yes,Private,Urban
65127,Yes,Private,Urban
4498,Yes,Private,Urban
32203,Yes,Self-employed,Rural
27436,No,children,Urban
34999,Yes,Private,Urban
4213,No,Self-employed,Rural
71669,Yes,Private,Rural
36803,No,Private,Rural
17725,No,children,Rural
57983,Yes,Govt_job,Urban
68089,Yes,Private,Urban
3135,No,Self-employed,Rural
563,Yes,Private,Rural
19364,No,children,Rural
34590,Yes,Self-employed,Rural
55459,No,Private,Rural
38724,Yes,Govt_job,Urban
52968,Yes,Self-employed,Rural
35716,Yes,Private,Urban
51421,Yes,Private,Rural
72525,Yes,Private,Urban
33009,Yes,Self-employed,Rural
35437,Yes,Private,Rural
37253,Yes,Private,Urban
46171,Yes,Private,Urban
18143,Yes,Self-employed,Rural
35330,Yes,Private,Urban
32127,Yes,Govt_job,Urban
69834,Yes,Govt_job,Rural
56311,No,Private,Rural
13439,Yes,Private,Urban
36366,Yes,Govt_job,Urban
13111,Yes,Private,Rural
28932,Yes,Private,Rural
67521,Yes,Private,Urban
65688,No,children,Urban
58761,Yes,Private,Urban
21192,Yes,Private,Urban
72348,No,Private,Urban
1825,Yes,Self-employed,Urban
25674,Yes,Private,Urban
33035,No,Private,Urban
54297,No,Private,Rural
9122,Yes,Private,Urban
1218,No,Private,Urban
57210,Yes,Private,Rural
37096,No,children,Rural
38243,Yes,Private,Rural
17198,No,children,Rural
70884,Yes,Private,Urban
51809,Yes,Self-employed,Rural
40602,No,Private,Urban
65116,Yes,Self-employed,Urban
70455,Yes,Govt_job,Urban
41618,No,Private,Rural
21209,No,children,Rural
26103,Yes,Private,Rural
10436,Yes,Private,Rural
16550,No,Govt_job,Urban
17697,Yes,Govt_job,Urban
10744,Yes,Govt_job,Rural
7799,No,Self-employed,Urban
57183,No,children,Rural
121,Yes,Private,Urban
32604,Yes,Self-employed,Rural
49883,Yes,Private,Rural
68242,Yes,Private,Urban
33726,No,children,Urban
56255,No,Private,Urban
46455,Yes,Private,Urban
13270,No,Govt_job,Urban
38067,No,Private,Urban
9160,Yes,Private,Urban
52843,Yes,Private,Urban
67343,Yes,Private,Rural
50805,Yes,Private,Urban
10826,Yes,Self-employed,Urban
60358,Yes,Private,Urban
72231,Yes,Self-employed,Rural
58586,Yes,Self-employed,Urban
50499,Yes,Private,Rural
18986,No,Self-employed,Urban
51177,Yes,Private,Urban
575,No,children,Rural
47321,Yes,Private,Rural
7754,Yes,Self-employed,Rural
66270,Yes,Private,Rural
2814,No,Govt_job,Urban
52847,Yes,Private,Rural
60235,Yes,Private,Rural
10981,No,children,Rural
62833,No,children,Urban
26267,Yes,Self-employed,Urban
69918,Yes,Private,Rural
44927,Yes,Govt_job,Rural
20169,Yes,Private,Rural
31481,No,children,Urban
27721,Yes,Private,Rural
71419,No,children,Urban
25642,No,Private,Urban
31932,No,children,Urban
13629,No,children,Urban
38258,Yes,Private,Rural
70602,No,Private,Rural
60056,Yes,Private,Urban
31156,Yes,Private,Urban
69643,Yes,Private,Rural
23171,Yes,Private,Rural
42309,Yes,Private,Urban
2877,Yes,Private,Urban
37011,Yes,Private,Rural
355,No,children,Rural
53252,No,Self-employed,Urban
3553,Yes,Govt_job,Urban
72178,No,children,Urban
11817,Yes,Govt_job,Urban
26468,Yes,Govt_job,Urban
13176,Yes,Private,Urban
67032,No,Govt_job,Urban
39784,Yes,Self-employed,Urban
15230,No,children,Rural
25218,Yes,Govt_job,Urban
39637,No,Private,Rural
26777,No,Private,Rural
60533,No,Private,Rural
44375,Yes,Self-employed,Rural
49848,Yes,Private,Rural
65413,Yes,Private,Urban
31161,No,Govt_job,Urban
61787,Yes,Self-employed,Urban
53482,No,Self-employed,Rural
71387,Yes,Govt_job,Rural
7577,No,children,Urban
34400,Yes,Self-employed,Rural
45175,No,Private,Urban
71192,No,children,Rural
26997,No,Private,Urban
33532,Yes,Private,Rural
33704,Yes,Private,Rural
51897,Yes,Private,Rural
43016,No,children,Urban
3370,Yes,Private,Rural
39984,Yes,Govt_job,Rural
59232,Yes,Self-employed,Urban
57896,Yes,Private,Urban
21917,Yes,Govt_job,Rural
66435,Yes,Private,Rural
3442,No,Self-employed,Rural
48064,No,children,Rural
13358,Yes,Self-employed,Rural
64986,Yes,Private,Urban
6032,Yes,Self-employed,Urban
52924,Yes,Private,Urban
69979,Yes,Self-employed,Rural
50489,Yes,Govt_job,Urban
20094,Yes,Private,Urban
16618,Yes,Private,Urban
63280,Yes,Private,Rural
14551,No,Private,Urban
22098,Yes,Self-employed,Rural
17771,Yes,Govt_job,Urban
11803,No,Private,Rural
34356,Yes,Private,Rural
26528,No,Private,Rural
51554,Yes,Private,Urban
2296,Yes,Self-employed,Urban
10624,Yes,Private,Rural
1681,No,Private,Urban
36375,Yes,Private,Rural
8117,Yes,Private,Rural
49849,Yes,Private,Rural
19436,Yes,Private,Rural
10523,Yes,Private,Urban
39322,No,Private,Urban
53265,Yes,Self-employed,Urban
40379,Yes,Private,Rural
66841,No,Private,Rural
38900,Yes,Private,Urban
18180,No,children,Urban
1183,Yes,Private,Rural
22964,Yes,Govt_job,Rural
64597,Yes,Private,Rural
23893,Yes,Private,Urban
51564,No,Govt_job,Urban
14410,Yes,Govt_job,Urban
4964,Yes,Private,Rural
15020,No,Govt_job,Rural
27380,Yes,Private,Rural
21523,No,Govt_job,Urban
8819,Yes,Govt_job,Rural
68408,No,Private,Urban
8976,Yes,Private,Rural
22290,Yes,Private,Urban
7700,Yes,Private,Urban
40503,No,Private,Rural
47917,No,Private,Rural
30303,No,Private,Rural
63864,Yes,Private,Rural
24177,Yes,Private,Urban
57274,No,Never_worked,Urban
37213,Yes,Self-employed,Rural
59992,Yes,Self-employed,Urban
27382,Yes,Govt_job,Urban
61017,No,children,Urban
61699,Yes,Private,Rural
14489,No,Self-employed,Urban
54053,Yes,Private,Rural
38348,Yes,Private,Urban
17668,Yes,Self-employed,Urban
11792,Yes,Private,Urban
22917,Yes,Private,Urban
36204,No,children,Rural
49554,Yes,Private,Rural
72594,Yes,Private,Urban
28027,Yes,Govt_job,Urban
54177,Yes,Govt_job,Rural
32602,Yes,Self-employed,Urban
1213,Yes,Self-employed,Urban
21534,Yes,Private,Urban
6852,Yes,Self-employed,Rural
3379,Yes,Private,Urban
41146,Yes,Private,Rural
20391,Yes,Govt_job,Rural
69379,Yes,Self-employed,Urban
34778,Yes,Private,Rural
49270,Yes,Private,Urban
55407,Yes,Private,Urban
36744,Yes,Self-employed,Rural
26603,Yes,Self-employed,Urban
71414,No,children,Urban
14517,Yes,Private,Urban
69050,Yes,Private,Urban
52080,No,Private,Rural
27493,Yes,Private,Urban
6295,Yes,Govt_job,Urban
20375,Yes,Private,Urban
29017,No,children,Urban
56635,Yes,Self-employed,Rural
4280,Yes,Govt_job,Rural
22896,Yes,Private,Rural
70297,Yes,Private,Urban
47776,Yes,Govt_job,Rural
53141,No,Private,Rural
16145,No,children,Rural
41593,Yes,Self-employed,Rural
50651,No,Private,Rural
11111,Yes,Govt_job,Urban
15803,Yes,Private,Rural
71597,Yes,Private,Rural
22804,No,Private,Rural
64498,Yes,Private,Rural
41182,Yes,Private,Urban
56606,Yes,Self-employed,Urban
36958,Yes,Private,Rural
14877,No,children,Rural
65988,No,Private,Rural
50001,Yes,Govt_job,Rural
27034,Yes,Govt_job,Urban
8950,No,Private,Urban
31850,No,Private,Urban
14288,Yes,Private,Rural
3180,Yes,Govt_job,Urban
13899,Yes,Private,Urban
23730,Yes,Self-employed,Urban
6011,No,children,Urban
14376,Yes,Private,Rural
22052,No,Self-employed,Rural
24836,Yes,Private,Rural
11861,Yes,Self-employed,Rural
25613,Yes,Private,Urban
71496,Yes,Private,Urban
24074,No,children,Rural
44937,Yes,Govt_job,Urban
72082,Yes,Self-employed,Rural
53271,Yes,Private,Rural
34077,Yes,Govt_job,Rural
42330,Yes,Private,Rural
69487,Yes,Self-employed,Urban
70973,Yes,Govt_job,Urban
44986,Yes,Self-employed,Urban
2633,Yes,Private,Rural
21834,Yes,Private,Urban
49196,Yes,Private,Urban
22939,No,Private,Rural
55400,No,children,Rural
30870,No,children,Urban
247,No,Private,Urban
7979,No,Private,Rural
56189,No,Govt_job,Urban
3984,Yes,Private,Rural
49753,No,Self-employed,Rural
71719,Yes,Govt_job,Rural
11313,Yes,Private,Rural
38070,Yes,Private,Rural
50455,Yes,Self-employed,Urban
31766,No,Private,Rural
24245,Yes,Private,Urban
50726,Yes,Private,Rural
29955,No,children,Rural
64742,No,Self-employed,Rural
48518,Yes,Self-employed,Rural
42999,Yes,Private,Urban
71447,Yes,Private,Urban
61437,No,Govt_job,Rural
50428,No,children,Rural
8816,Yes,Private,Urban
49556,Yes,Govt_job,Urban
67654,No,children,Rural
21989,No,Private,Urban
46434,Yes,Govt_job,Urban
3205,Yes,Self-employed,Urban
68692,Yes,Private,Urban
44531,Yes,Private,Urban
70392,Yes,Private,Rural
37025,No,children,Urban
68965,Yes,Private,Urban
53843,No,children,Rural
5236,Yes,Private,Rural
32110,No,children,Urban
17893,Yes,Self-employed,Urban
65794,Yes,Private,Rural
65955,No,Private,Rural
53924,No,children,Urban
70674,Yes,Self-employed,Urban
56410,No,children,Urban
9955,No,Private,Urban
8410,No,children,Rural
46854,No,children,Urban
8168,Yes,Private,Rural
30405,No,Private,Rural
1301,No,Self-employed,Urban
42348,Yes,Self-employed,Urban
38560,Yes,Private,Rural
48129,Yes,Private,Urban
10511,No,children,Urban
42481,Yes,Private,Urban
59872,Yes,Private,Rural
56282,No,Private,Rural
6540,Yes,Private,Rural
31378,Yes,Self-employed,Rural
32317,Yes,Private,Urban
9948,No,children,Urban
35182,Yes,Govt_job,Rural
5655,No,children,Urban
51762,Yes,Private,Rural
68193,Yes,Self-employed,Urban
49459,No,children,Rural
54776,No,Private,Urban
45701,No,Self-employed,Rural
7953,Yes,Private,Rural
65508,Yes,Govt_job,Urban
68539,No,Private,Urban
12022,Yes,Govt_job,Urban
3348,Yes,Private,Urban
58466,Yes,Private,Rural
50434,Yes,Govt_job,Rural
49974,Yes,Private,Rural
54574,No,Private,Urban
39342,No,Private,Rural
2972,No,Govt_job,Rural
32717,No,children,Rural
14063,No,Self-employed,Rural
71724,No,Private,Urban
4753,Yes,Self-employed,Urban
62076,Yes,Private,Rural
6665,Yes,Private,Rural
51385,Yes,Private,Rural
66973,Yes,Private,Urban
59671,No,Private,Rural
3946,Yes,Private,Urban
17623,No,Self-employed,Urban
50644,Yes,Private,Urban
54294,Yes,Govt_job,Urban
46767,No,children,Rural
12911,Yes,Private,Rural
16109,Yes,Private,Urban
47499,Yes,Govt_job,Rural
8790,No,Private,Urban
11259,Yes,Private,Urban
12003,Yes,Private,Rural
71099,Yes,Self-employed,Urban
62090,No,Self-employed,Rural
10138,Yes,Private,Urban
71424,Yes,Self-employed,Urban
44759,Yes,Private,Urban
21953,No,Private,Urban
52234,Yes,Govt_job,Urban
46461,Yes,Private,Urban
6973,No,children,Rural
5068,No,Private,Urban
65277,No,Self-employed,Rural
52679,Yes,Self-employed,Rural
36728,Yes,Private,Urban
46797,Yes,Private,Rural
63898,Yes,Private,Urban
11371,No,children,Urban
13155,Yes,Govt_job,Rural
27125,No,Private,Urban
15383,Yes,Private,Urban
19828,Yes,Private,Rural
6289,No,children,Urban
44243,No,Private,Rural
40167,Yes,Govt_job,Rural
38078,Yes,Private,Urban
34257,No,Govt_job,Urban
21653,No,children,Rural
63764,No,Private,Urban
22194,Yes,Private,Urban
16010,Yes,Private,Rural
5074,No,Private,Rural
10243,Yes,Govt_job,Urban
52588,Yes,Private,Rural
56996,Yes,Private,Urban
28315,Yes,Private,Rural
15104,Yes,Private,Rural
26604,No,Private,Rural
27916,No,Private,Urban
60249,No,Private,Urban
45787,No,children,Urban
65526,Yes,Private,Urban
72354,Yes,Self-employed,Rural
38938,No,Private,Rural
39017,Yes,Govt_job,Rural
13219,No,children,Urban
3003,Yes,Govt_job,Rural
34543,Yes,Self-employed,Rural
21762,No,children,Rural
22003,Yes,Private,Rural
6731,No,Private,Rural
19032,No,Private,Rural
55370,Yes,Private,Urban
57288,Yes,Private,Rural
31925,Yes,Private,Rural
8264,Yes,Self-employed,Rural
448,Yes,Private,Rural
38783,Yes,Self-employed,Urban
45961,Yes,Private,Urban
27518,No,Self-employed,Rural
51106,No,children,Rural
42251,Yes,Self-employed,Rural
33115,Yes,Private,Rural
31701,No,Private,Rural
21661,Yes,Govt_job,Urban
18837,No,children,Urban
57777,Yes,Self-employed,Urban
62610,Yes,Private,Urban
2730,Yes,Private,Urban
51116,Yes,Self-employed,Urban
22607,Yes,Private,Urban
11595,No,Private,Urban
24355,No,children,Rural
32563,Yes,Govt_job,Urban
18266,Yes,Private,Rural
60088,Yes,Self-employed,Rural
14912,Yes,Private,Rural
49939,Yes,Self-employed,Urban
64534,Yes,Private,Urban
62914,Yes,Private,Rural
4297,Yes,Govt_job,Urban
20399,Yes,Private,Urban
1112,No,Private,Urban
13276,Yes,Private,Urban
1260,Yes,Govt_job,Urban
40509,No,Private,Urban
15241,No,Govt_job,Urban
31344,Yes,Self-employed,Urban
55169,Yes,Private,Rural
55740,No,children,Urban
62513,Yes,Private,Rural
18040,Yes,Govt_job,Rural
10374,Yes,Private,Rural
37209,No,Never_worked,Rural
62306,Yes,Self-employed,Urban
54101,Yes,Self-employed,Rural
12259,Yes,Private,Urban
37634,No,children,Urban
22548,Yes,Private,Urban
65407,Yes,Self-employed,Rural
50723,Yes,Private,Rural
20890,Yes,Private,Rural
52472,No,children,Urban
42859,Yes,Private,Urban
3167,Yes,Private,Urban
56469,Yes,Private,Urban
23851,No,Private,Rural
30571,Yes,Govt_job,Rural
67786,No,children,Rural
41404,Yes,Private,Rural
33960,Yes,Self-employed,Urban
70833,No,Private,Urban
65731,Yes,Self-employed,Urban
57968,No,children,Urban
57539,Yes,Private,Rural
17745,Yes,Self-employed,Urban
33252,No,Private,Rural
69789,Yes,Private,Rural
40076,Yes,Private,Rural
10323,Yes,Private,Urban
23514,Yes,Self-employed,Urban
37395,No,Private,Urban
8240,Yes,Private,Urban
9620,Yes,Govt_job,Rural
7092,Yes,Private,Rural
50216,Yes,Self-employed,Rural
59506,No,Private,Rural
43397,Yes,Self-employed,Rural
62384,No,Self-employed,Rural
10651,Yes,Govt_job,Rural
69750,Yes,Self-employed,Urban
55455,No,Private,Rural
34230,Yes,Self-employed,Urban
65154,Yes,Private,Urban
36298,Yes,Self-employed,Rural
13171,No,children,Urban
62983,Yes,Private,Urban
44834,Yes,Private,Rural
67411,No,Private,Rural
5455,Yes,Private,Rural
49267,Yes,Private,Urban
60464,Yes,Private,Urban
56286,Yes,Private,Urban
5223,No,Private,Rural
53302,Yes,Private,Rural
59309,No,Self-employed,Urban
69824,Yes,Private,Rural
13173,Yes,Private,Urban
52579,Yes,Self-employed,Rural
59451,Yes,Private,Urban
56875,Yes,Govt_job,Urban
16774,No,Self-employed,Urban
61672,No,children,Urban
25811,Yes,Private,Urban
7780,Yes,Self-employed,Urban
58149,No,Private,Rural
38742,Yes,Private,Urban
29613,No,Private,Rural
20655,No,Private,Rural
53897,Yes,Private,Urban
29792,Yes,Private,Rural
15990,Yes,Govt_job,Rural
45112,No,Govt_job,Urban
28385,Yes,Private,Rural
63423,No,children,Rural
187,No,Private,Rural
18891,No,Govt_job,Rural
34657,Yes,Self-employed,Urban
40546,No,children,Urban
56755,Yes,Private,Rural
71097,No,Private,Urban
21025,No,children,Urban
69020,Yes,Private,Urban
48883,Yes,Govt_job,Rural
71297,Yes,Private,Urban
52216,Yes,Private,Urban
20421,Yes,Private,Rural
36896,Yes,Private,Rural
23535,Yes,Self-employed,Urban
1323,Yes,Private,Rural
47309,No,children,Urban
34161,Yes,Private,Rural
57405,Yes,Self-employed,Urban
15824,Yes,Private,Rural
32103,Yes,Self-employed,Urban
18205,No,children,Rural
71420,No,Govt_job,Rural
298,Yes,Self-employed,Rural
15136,Yes,Private,Rural
9879,Yes,Private,Urban
68302,Yes,Private,Urban
65507,Yes,Private,Rural
63949,Yes,Govt_job,Urban
62475,Yes,Private,Rural
35648,Yes,Self-employed,Rural
72276,Yes,Private,Urban
49661,Yes,Govt_job,Urban
31590,No,Private,Urban
8584,No,children,Rural
7964,No,Private,Urban
25130,Yes,Private,Urban
3531,Yes,Private,Rural
6529,No,Private,Urban
22272,Yes,Private,Rural
40702,No,Govt_job,Urban
1656,Yes,Private,Urban
51988,Yes,Private,Rural
48323,Yes,Govt_job,Rural
35155,Yes,Self-employed,Urban
46314,No,children,Rural
12906,Yes,Self-employed,Rural
24961,Yes,Private,Rural
14000,Yes,Private,Urban
23047,Yes,Private,Urban
6827,Yes,Private,Urban
44656,Yes,Private,Rural
59801,Yes,Private,Urban
51073,Yes,Self-employed,Urban
34966,Yes,Self-employed,Urban
41122,Yes,Private,Rural
4449,Yes,Govt_job,Rural
54726,Yes,Private,Urban
1772,Yes,Govt_job,Urban
4850,Yes,Private,Rural
44886,Yes,Self-employed,Rural
26076,Yes,Self-employed,Rural
54962,No,Private,Urban
1116,No,Govt_job,Rural
28247,No,Self-employed,Urban
39563,Yes,Private,Rural
49553,No,children,Rural
14872,Yes,Self-employed,Rural
57598,Yes,Private,Rural
70022,No,Private,Rural
70365,No,Private,Urban
57219,No,children,Rural
28344,Yes,Private,Urban
50785,No,Private,Rural
17251,Yes,Self-employed,Urban
48459,Yes,Self-employed,Urban
68843,Yes,Private,Rural
27523,No,Private,Urban
61651,Yes,Private,Rural
22877,No,children,Urban
52859,No,children,Urban
55631,Yes,Private,Rural
7003,Yes,Private,Rural
68447,No,Private,Urban
13817,No,Private,Urban
12117,No,children,Urban
40210,Yes,Self-employed,Rural
23360,No,children,Rural
28447,Yes,Private,Rural
72398,Yes,Private,Urban
7859,Yes,Private,Urban
20140,Yes,Govt_job,Rural
46903,Yes,Private,Urban
61333,No,Self-employed,Rural
7403,Yes,Private,Urban
69370,Yes,Govt_job,Urban
43549,Yes,Private,Rural
2903,No,Private,Rural
70268,Yes,Private,Urban
11003,Yes,Self-employed,Rural
61475,Yes,Private,Rural
27608,Yes,Govt_job,Urban
9923,Yes,Private,Urban
28091,Yes,Govt_job,Urban
59749,Yes,Private,Urban
8719,No,children,Urban
58154,No,Private,Urban
31712,Yes,Private,Urban
14249,No,children,Urban
30693,No,Private,Urban
18866,Yes,Self-employed,Urban
36909,Yes,Self-employed,Rural
63562,No,children,Rural
29352,No,Private,Urban
44024,No,Private,Rural
24068,Yes,Private,Urban
57602,No,children,Rural
16536,Yes,Self-employed,Rural
6639,No,children,Rural
6528,Yes,Govt_job,Urban
42594,Yes,Govt_job,Urban
59045,Yes,Private,Urban
31608,No,children,Rural
47949,No,children,Rural
41362,Yes,Self-employed,Rural
18187,Yes,Private,Rural
8983,Yes,Private,Urban
20098,Yes,Self-employed,Rural
3777,Yes,Govt_job,Rural
11651,Yes,Private,Rural
28527,No,Private,Urban
63282,Yes,Govt_job,Rural
37038,No,children,Urban
4528,No,Private,Rural
41665,Yes,Govt_job,Rural
26539,Yes,Self-employed,Urban
25325,Yes,Private,Rural
69462,No,children,Rural
29816,Yes,Private,Rural
47784,No,children,Rural
18181,Yes,Private,Rural
8614,Yes,Self-employed,Urban
347,No,Private,Urban
61336,Yes,Self-employed,Urban
27647,Yes,Self-employed,Rural
25676,No,children,Rural
65894,No,children,Urban
2291,Yes,Self-employed,Urban
25630,Yes,Self-employed,Urban
38575,Yes,Self-employed,Rural
29326,Yes,Self-employed,Rural
59292,Yes,Self-employed,Rural
52051,Yes,Self-employed,Urban
64508,No,children,Urban
36593,No,Private,Rural
39834,No,Private,Urban
54111,No,children,Urban
53476,Yes,Private,Urban
479,Yes,Private,Rural
37237,No,Private,Rural
5496,Yes,Private,Urban
56075,Yes,Private,Rural
46130,Yes,Self-employed,Urban
7730,No,Private,Rural
12380,Yes,Govt_job,Rural
15324,No,Private,Urban
11658,No,children,Rural
22778,Yes,Private,Urban
4128,Yes,Private,Rural
36825,Yes,Private,Rural
1454,No,Private,Urban
12674,Yes,Private,Rural
55375,Yes,Private,Rural
3726,No,Private,Urban
48652,No,children,Urban
68657,No,children,Urban
17337,No,children,Rural
44831,No,Private,Urban
68420,No,children,Urban
39632,Yes,Private,Urban
49095,No,children,Urban
46292,Yes,Private,Rural
43492,No,children,Urban
55766,Yes,Private,Rural
17740,Yes,Private,Rural
64189,Yes,Self-employed,Rural
24202,Yes,Private,Rural
32514,No,children,Urban
9866,Yes,Private,Urban
54816,No,children,Rural
59880,Yes,Private,Rural
20625,Yes,Private,Urban
65969,No,children,Rural
56923,Yes,Private,Rural
44001,Yes,Private,Urban
51852,No,children,Rural
27176,Yes,Private,Rural
70874,Yes,Govt_job,Urban
34287,Yes,Self-employed,Rural
23052,Yes,Private,Rural
67499,No,children,Rural
5380,Yes,Private,Urban
20154,Yes,Private,Rural
29546,Yes,Govt_job,Rural
3718,Yes,Govt_job,Urban
43734,No,Private,Rural
41917,No,Private,Urban
8050,No,children,Urban
44426,Yes,Private,Urban
34700,No,Self-employed,Urban
70230,No,Self-employed,Rural
68721,Yes,Private,Rural
23170,No,Private,Urban
5731,Yes,Private,Urban
62791,Yes,Self-employed,Rural
18943,No,Govt_job,Rural
45472,Yes,Private,Urban
3942,Yes,Private,Urban
30201,Yes,Private,Urban
38284,No,children,Rural
53552,Yes,Private,Urban
59663,No,Private,Urban
68631,Yes,Private,Rural
49900,No,children,Urban
18140,Yes,Private,Rural
52340,Yes,Private,Urban
2327,No,Private,Rural
55137,No,Private,Urban
458,Yes,Govt_job,Urban
57044,Yes,Private,Urban
71548,Yes,Govt_job,Urban
67438,Yes,Govt_job,Rural
36524,Yes,Private,Rural
61827,Yes,Self-employed,Rural
31454,Yes,Govt_job,Rural
15663,No,children,Urban
4707,Yes,Private,Urban
55885,No,Private,Urban
47563,No,Private,Rural
63729,No,Private,Urban
5286,Yes,Govt_job,Urban
29878,Yes,Private,Urban
42628,No,Private,Urban
5006,Yes,Self-employed,Rural
11250,Yes,Self-employed,Rural
41858,Yes,Private,Rural
15742,No,children,Rural
27300,No,children,Rural
34965,No,Private,Urban
65748,Yes,Private,Urban
44635,No,children,Urban
72284,Yes,Private,Rural
20217,Yes,Govt_job,Urban
44259,Yes,Private,Urban
52668,No,Private,Urban
37446,Yes,Private,Rural
46895,Yes,Private,Rural
57667,No,children,Urban
41962,Yes,Private,Rural
25495,No,children,Urban
2029,Yes,Private,Rural
13993,No,Private,Urban
18876,Yes,Private,Urban
22865,Yes,Private,Rural
365,Yes,Private,Rural
37631,Yes,Govt_job,Urban
5500,Yes,Govt_job,Urban
53217,No,Private,Rural
56712,No,children,Rural
10055,No,Govt_job,Rural
4959,No,children,Urban
22155,Yes,Private,Urban
22860,Yes,Govt_job,Rural
6960,No,Govt_job,Urban
57209,Yes,Govt_job,Rural
66581,Yes,Private,Rural
17347,Yes,Govt_job,Urban
58422,Yes,Govt_job,Rural
19043,No,Private,Rural
52897,No,Private,Urban
16329,No,children,Urban
40353,Yes,Private,Urban
56778,Yes,Private,Urban
41153,Yes,Private,Urban
63725,No,Private,Urban
19675,Yes,Self-employed,Rural
72784,Yes,Private,Rural
8541,Yes,Govt_job,Rural
45565,Yes,Private,Urban
36431,Yes,Govt_job,Rural
6171,No,children,Urban
29419,Yes,Private,Urban
65673,No,Self-employed,Rural
64662,No,Private,Rural
51693,Yes,Private,Rural
50495,Yes,Private,Rural
37086,No,Private,Rural
71396,No,children,Urban
27854,No,Private,Rural
53759,Yes,Self-employed,Urban
14407,No,Self-employed,Urban
887,No,Private,Urban
13328,Yes,Private,Rural
62507,Yes,Private,Urban
51797,Yes,Private,Urban
61536,No,children,Rural
71221,Yes,Govt_job,Urban
6948,No,children,Urban
66083,Yes,Private,Rural
21238,Yes,Private,Urban
70992,No,children,Urban
20376,Yes,Self-employed,Urban
6613,No,children,Urban
27818,No,Private,Rural
3062,Yes,Self-employed,Rural
11692,No,Govt_job,Urban
25070,Yes,Govt_job,Rural
39556,Yes,Self-employed,Urban
18437,No,Private,Urban
59540,No,Private,Rural
13857,No,children,Urban
57924,Yes,Govt_job,Rural
38069,Yes,Private,Rural
48871,Yes,Private,Rural
63420,Yes,Private,Urban
67665,No,children,Urban
50638,Yes,Govt_job,Urban
43892,Yes,Private,Rural
9335,No,Private,Rural
38830,No,children,Rural
14019,Yes,Private,Urban
65888,No,children,Rural
62986,Yes,Private,Rural
61409,No,Govt_job,Urban
72041,No,Private,Urban
51584,No,Private,Urban
56476,Yes,Private,Rural
51740,No,children,Urban
45983,No,Private,Urban
16079,Yes,Private,Urban
24920,Yes,Govt_job,Rural
72818,No,Private,Rural
65944,Yes,Self-employed,Urban
63836,Yes,Govt_job,Rural
46729,No,children,Urban
44642,Yes,Govt_job,Urban
70693,Yes,Private,Rural
54065,Yes,Private,Urban
9926,No,Private,Urban
29201,No,children,Rural
33308,No,Private,Urban
15937,Yes,Self-employed,Rural
53748,Yes,Self-employed,Urban
47803,Yes,Govt_job,Urban
41554,Yes,Private,Rural
69435,No,children,Urban
41049,Yes,Private,Rural
13859,No,Private,Urban
24257,No,children,Rural
14417,Yes,Private,Rural
45260,Yes,Self-employed,Urban
12807,Yes,Private,Urban
71417,No,Private,Urban
37479,Yes,Private,Urban
23850,Yes,Private,Urban
17791,Yes,Govt_job,Rural
2544,Yes,Private,Urban
4961,Yes,Govt_job,Urban
2702,Yes,Private,Rural
11208,No,children,Rural
4077,Yes,Private,Urban
36548,Yes,Govt_job,Urban
71596,Yes,Private,Urban
61050,Yes,Govt_job,Rural
6172,Yes,Private,Rural
15098,Yes,Private,Rural
34895,Yes,Private,Urban
6443,Yes,Private,Urban
67635,No,Private,Urban
19931,Yes,Self-employed,Rural
57302,Yes,Private,Rural
26197,Yes,Private,Rural
54982,No,children,Rural
13398,Yes,Private,Urban
21101,Yes,Private,Rural
39958,No,Private,Rural
51894,Yes,Private,Rural
56001,Yes,Private,Rural
56137,Yes,Private,Urban
25900,No,children,Rural
69213,No,Private,Rural
38613,Yes,Govt_job,Rural
27660,No,Self-employed,Rural
33790,No,Private,Rural
50845,Yes,Govt_job,Urban
44628,Yes,Private,Rural
38951,Yes,Self-employed,Rural
52792,Yes,Private,Urban
27675,No,children,Urban
6903,No,children,Rural
35463,Yes,Private,Urban
172,No,children,Urban
16876,Yes,Private,Rural
60926,No,children,Urban
21333,Yes,Private,Rural
69183,No,Private,Urban
2313,Yes,Self-employed,Urban
8041,No,children,Rural
68171,Yes,Self-employed,Urban
27948,Yes,Self-employed,Rural
45673,Yes,Private,Rural
50810,No,Private,Rural
2467,Yes,Self-employed,Rural
64165,No,Private,Urban
22352,Yes,Self-employed,Urban
62990,Yes,Govt_job,Rural
1737,No,Private,Rural
26357,No,Private,Urban
28013,Yes,Self-employed,Urban
24727,No,Private,Rural
37608,No,Private,Urban
13870,Yes,Private,Urban
4655,Yes,Private,Urban
55356,Yes,Self-employed,Urban
49400,Yes,Private,Rural
38132,No,Private,Rural
50136,Yes,Private,Urban
3094,No,Private,Urban
42727,Yes,Private,Rural
41500,No,children,Rural
33185,No,Govt_job,Urban
7057,No,children,Urban
48244,No,Private,Rural
69559,No,Never_worked,Urban
61757,Yes,Self-employed,Rural
10541,Yes,Private,Rural
48169,Yes,Self-employed,Urban
64202,Yes,Private,Rural
7069,Yes,Private,Rural
52050,No,Private,Urban
